Course Title,Rating
Biostatistics in Public Health  Specialization,4
Bipedalism: The Science of Upright Walking Specialization,1
Black Agricultural Solutions to Food Apartheid: A Teach-Out,1
Black Lives Matter,1
Black Performance as Social Protest,1
Blended Learning: Personalizing Education for Students,2
Blockchain : enjeux et mécanismes cryptographiques,1
Blockchain Basics,3
Blockchain Business Models,1
Blockchain Evolution and Technology Concepts,1
Blockchain Platforms,1
Blockchain Revolution Specialization,2
Blockchain Revolution in Financial Services Specialization,2
Blockchain Security,1
Blockchain Specialization,3
Blockchain and Business,3
Blockchain and Cryptocurrency Explained,1
"Blockchain, Cryptoassets, and Decentralized Finance",1
Blockchain: Foundations and Use Cases,2
Blood Film Morphology - A Practical Guide,3
Blue Prism Foundation Training,1
Bookkeeping Basics,1
Brand Identity and Strategy,2
"Brand Management: Aligning Business, Brand and Behaviour",2
Brand New Brand,1
Brand and Product Management,1
Branding and Customer Experience,1
Branding: The Creative Journey Specialization,2
Breast Cancer Prediction Using Machine Learning,1
Breastfeeding and Adequate Substitutes,1
Breastfeeding: Public Health Perspectives,1
Bridging the Gap between Strategy Design and Delivery,2
Bridging the Gap: EV Grid Integration & V2G Systems,1
"Brilliant, Passionate You",1
Bring Your Story to Life – Video Post-Production,1
Browser-based Models with TensorFlow.js,1
Budgeting and Scheduling Projects,1
Bugs 101: Insect-Human Interactions,3
Build & Deploy Your Web Dev Portfolio,1
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",2
Build Basic Generative Adversarial Networks (GANs),4
Build Better Generative Adversarial Networks (GANs),4
Build Device Messaging and Communication in Azure IoT Hub,1
Build Dynamic User Interfaces (UI) for Websites,2
"Build Regression, Classification, and Clustering Models",1
"Build Website with HTML, JavaScript, AngularJS, and React Specialization",2
Build Wireframes and Low-Fidelity Prototypes,1
Build Your First Android App (Project-Centered Course),1
Build a Bot in Python for Basic File and Interface Chores,1
Build a Business Architecture using AWS Organization,2
Build a Data Science Web App with Streamlit and Python,1
Build a Data Warehouse in AWS,1
Build a Full Website using WordPress,1
Build a Machine Learning Web App with Streamlit and Python,1
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),4
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),3
Build a Professional Resume using Canva,1
Build a Small Simulated Network With Cisco Packet Tracker,1
Build a computer vision app with Azure Cognitive Services,1
Build a free website with WordPress,2
Build a mobile app with Google Sheets on Glide and no coding,1
Build automated speech systems with Azure Cognitive Services,1
Build personal resilience,2
Build social awareness content for Instagram with Canva,2
Build your business brand using Canva,1
Build your personal brand using Canva,2
Building AI Applications with Watson APIs,2
Building AI Powered Chatbots Without Programming,2
Building Alliances in Global Health: From Global to Local,3
Building Batch Data Pipelines on GCP 日本語版,1
Building Batch Data Pipelines on Google Cloud,1
Building Confidence in the Future,1
Building Database Applications in PHP,1
Building Deep Learning Models with TensorFlow,3
Building High-Performing Teams,2
Building Interactive 3D Characters and Social VR,2
Building Materials and Human Health,1
Building No-Code Apps with AppSheet Specialization,1
Building No-Code Apps with AppSheet: Automation,1
Building No-Code Apps with AppSheet: Foundations,1
Building No-Code Apps with AppSheet: Implementation,1
Building Products at Global Scale,1
Building React and ASP.NET MVC 5 Applications Specialization,1
Building Relationships with Communication,1
Building Resilient Streaming Analytics Systems on GCP 日本語版,1
Building Resilient Streaming Analytics Systems on Google Cloud,1
Building Scalable Java Microservices with Spring Boot and Spring Cloud,2
Building Smart Business Assistants with IBM Watson,2
Building Strategic Foresight Capabilities,2
Building Students Math Skills with iKnowit,2
Building Your Artistic Brand,1
Building Your Career as a Professional Singer,1
Building Your Career in Music: Developing A Brand and Funding Your Music,1
Building Your Freelancing Career Specialization,2
Building Your Leadership Skills,2
Building a Business Case Template in Power Point,1
Building a Business Presence With Facebook Marketing,1
Building a Company’s database using MySQL and SQL,1
Building a Data Science Team,4
Building a Healthy Plate,1
Building a unique NLP project: 1984 book vs 1984 album,2
Building an Ecosystem model with Insight Maker,1
Building and Managing Superior Skills,1
Building on the SIR Model,1
Building the Business Model for Corporate Entrepreneurs,1
Burp Suite للمبتدئين: مقدمة في اختبار الاختراق,1
Business Analysis & Process Management,1
"Business Analysis Mastery: Planning, Skills, and Perspective",1
Business Analysis Process,2
Business Analysis: Key Definitions & Strategy Analysis,1
Business Analytics,1
Business Analytics Capstone,1
Business Analytics Executive Overview,1
Business Analytics Specialization,9
Business Analytics for Decision Making,1
Business Analytics with Excel: Elementary to Advanced,4
Business Application of Machine Learning and Artificial Intelligence in Healthcare,2
Business Applications of Hypothesis Testing and Confidence Interval Estimation ,1
Business Case Analysis,1
Business Chinese 1 中级汉语 （上）,1
Business Data Management and Communication Specialization,5
Business Economics and Game Theory for Decision Making,1
Business English Communication Skills Specialization,5
Business English Specialization,1
Business English for Cross-cultural Communication,1
Business English for Non-Native Speakers Specialization,3
Business English: Basics,3
Business English: Capstone Project,1
Business English: Final Project,1
Business English: Finance and Economics,1
Business English: Making Presentations,3
Business English: Management and Leadership,1
Business English: Marketing and Sales,1
Business English: Meetings,1
Business English: Networking,2
Business English: Planning & Negotiating,1
Business Foundations Specialization,3
Business Growth Strategy,1
Business Implications of AI: A Nano-course,1
Business Implications of AI: Full course,1
Business Innovation and Digital Disruption Specialization,1
Business Intelligence (BI) Essentials,1
"Business Intelligence Concepts, Tools, and Applications",3
Business Intelligence and Competitive Analysis,1
Business Intelligence and Visual Analytics,2
Business Intelligence con la Product Suite di Tableau,1
Business Metrics for Data-Driven Companies,1
Business Model Canvas,1
Business Model Canvas y Business Case en Miro,1
Business Model Canvas للشركات الناشئه,1
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),1
Business Model Innovation,2
Business Model Innovation for Sustainable Landscape Restoration,1
Business Modeling Tools,1
Business Models For Sustainability,1
Business Models for Innovative Care for Older People,1
Business Operations Support in Google Sheets,1
Business Opportunities and Risks in a Globalized Economy,3
Business Partner e o Papel dos Agentes na Gestão de RH,1
Business Problem Solving Specialization,1
Business Process Management in Healthcare Organizations,2
Business Process Modelling,1
Business Process Outsourcing Strategies in Hospitality,1
Business Statistics and Analysis Capstone,1
Business Statistics and Analysis Specialization,3
Business Strategies for A Better World Specialization,1
Business Strategies for Social Impact,2
Business Strategy,1
Business Strategy Specialization,1
Business Strategy in Practice (Project-centered Course),1
Business Strategy: Business Model Canvas Analysis with Miro,1
Business Sustainability in the Circular Economy,2
Business Transformation with Google Cloud auf Deutsch,1
Business Transformation with Google Cloud em Português ,1
Business Transformation with Google Cloud en Español,1
Business Transformation with Google Cloud en Français,2
Business Transformation with Google Cloud 中文,1
Business Transformation with Google Cloud 日本語版,1
Business Value and Project Management Specialization,2
Business Writing,5
Business and Financial Modeling Specialization,1
Business and Marketing Strategies Specialization,2
Business for Good: Fundamentals of Corporate Responsibility,1
Business intelligence and data analytics: Generate insights,1
Business intelligence and data warehousing,1
C Programming for Everybody Specialization,1
C Programming with Linux Specialization,2
C Programming: Getting Started - 1,2
C Programming: Language Foundations - 2,1
C Programming: Modular Programming and Memory Management - 3,1
C for Everyone: Programming Fundamentals,2
C for Everyone: Structured Programming,1
C# Class Development,1
C# Programming for Unity Game Development Specialization,2
C# for .NET Developers,1
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",1
C++ Basics: Selection and Iteration,1
C++ Class Development,1
C++ Data Structures in the STL,1
C++ Decision Programming,1
"C++ For C Programmers, Part A",1
C++ Programming for Unreal Game Development Specialization,1
CAD and Digital Manufacturing Specialization,5
CAD/BIM技術與應用 Specialization,1
CAD/BIM技術與應用專項課程（CAD/BIM Specialization),1
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,1
CFD Simulation Through a Centrifugal Pump,1
CFD Simulation um einen Spoiler,1
COBOL Programming with VSCode,3
COVID Vaccine Ambassador Training: How to Talk to Parents  ,1
COVID-19 - A clinical update,1
COVID-19 : à la recherche des contacts,1
COVID-19 Contact Tracing,3
COVID-19 Training for Healthcare Workers,1
COVID-19: What You Need to Know,1
CRUD Operations using MongoDB NoSQL,1
CVS Health Call Center Customer Service Professional Certificate,2
CVS Health Retail Customer Service Professional Certificate,2
Calculus for Machine Learning and Data Science,3
Calculus through Data & Modeling: Applying Differentiation,1
Calculus through Data & Modeling: Differentiation Rules,1
Calculus through Data & Modeling: Limits & Derivatives,1
Calculus through Data & Modeling: Precalculus Review,1
Calculus through Data & Modelling: Integration Applications,1
Calculus through Data & Modelling: Series and Integration,1
Calculus through Data & Modelling: Techniques of Integration,1
Calculus through Data & Modelling: Vector Calculus,1
Calculus: Single Variable Part 1 - Functions,4
Calculus: Single Variable Part 2 - Differentiation,4
Calculus: Single Variable Part 3 - Integration,4
Calculus: Single Variable Part 4 - Applications,4
Calidad en la atención clínica,1
Calvin - Histoire et réception d'une Réforme,1
Cambio climático en empresas de agua y saneamiento,2
Camera Control,1
Camera and Imaging,1
"Cameras, Exposure, and Photography",1
Camino a la Excelencia en Gestión de Proyectos,2
Cancer Biology Specialization,2
"Cannabis, Chronic Pain, and Related Disorders",1
"Cannabis, Mental Health, and Brain Disorders",2
Capacitación sobre COVID-19 para trabajadores de salud,1
Capstone (React App),1
Capstone - Launch Your Own Business!,1
Capstone and Practice Exam (AZ-500),1
Capstone: Analyzing (Social) Network Data,1
Capstone: Applying Project Management in the Real World,1
Capstone: Connected Planning for Business Transformation,1
Capstone: Create your own professional journalistic portfolio,1
Capstone: Data Science Problem in Linear Algebra Framework,1
Capstone: Design Thinking for IS in Business,1
Capstone: Following the AWS Well Architected Framework,1
"Capstone: Retrieving, Processing, and Visualizing Data with Python",2
Capstone: Your Story,1
Career 911: Your Future Job in Medicine and Healthcare,1
Career Decisions: From Insight to Impact,1
Career Discovery Specialization,1
Career Options: Exploring a New Career,1
Career Planning:  A Pathway to Employment,1
Career Self-Management Advanced Certification,1
Career Self-Management Training and Certification Specialization,1
Career Success Specialization,1
Career Support Community and Resources,3
"Career planning: Your career, your life",1
Careers in Sustainability,1
Caring for Others Specialization,1
